"total_sales","address_line_1","city","state","zipcode"
1910.84,"P.O. Box 18657","Dryden","Virginia",24243
2430.64,"5677 Strong St.","Banco","Virginia",22711
2896.3,"700 Jagged Inlet","Colfax","Iowa",50054
1630.6,"673 NE Eighth","Phoenix","Arizona",85015
1459.6,"96 Thunder Rapid Village","Fort Collins","Colorado",80523
1716.22,"2440 Pompton St.","Gobler","Missouri",63849
2560.47,"4575 Hillside Dr.","Blairs Mills","Pennsylvania",17213
1900.26,"361 Rest Land","Dumont","Colorado",80436
2019.84,"306 Hazy Camp Boulevard","Trona","California",93562
1988.28,"980 River Radial","Atlanta","Georgia",30374
1449.84,"762 Maple Port","Tampa","Florida",33689
1935.09,"523 Broad Vista","Elgin","Texas",78621
2793.24,"6047 Douglas Av.","Charlotte","North Carolina",28217
3025.05,"361 Furth Circle","Iola","Wisconsin",54990
1742.5,"4658 Baden Av.","Gillette","Wyoming",82716
3236.1,"325 Silent Horse","Denver","Colorado",80235
1735.92,"7825 Douglas Av.","Carthage","Tennessee",37030
2795.13,"646 Shadow Port","Correctionville","Iowa",51016
1671.52,"571 Heather End Pike","Colorado Springs","Colorado",80928
1576.74,"782 First Street","Peoria","Illinois",61643
3615.71,"842 N Peavey Fair","Brandon","Florida",33510
1459.6,"527 Center Union","Pineola","North Carolina",28662
2891.01,"589 NE Wagon Gateway","Novi","Michigan",48375
2598.44,"64 Pleasant Falls","Suffern","New York",10901
3871.92,"P.O. Box 53743","Silver Point","Tennessee",38582
3036,"990 Shady Goose","Salem","Kentucky",42078
2231.6,"526 Noble Maple","Ringgold","Virginia",24586
2436.78,"152 Quiet Camp","Barneveld","Wisconsin",53507
2173.6,"3086 Ingle Ln.","New York City","New York",10022
1254.6,"89 Indian Avenue","Woodinville","Washington",98072
3724.42,"581 Quiet Cliff Land","Newburg","West Virginia",26410
5203,"8489 Strong St.","Los Angeles","California",90003
3469.5,"676 Honey Bayoo","Toledo","Ohio",43654
3148.2,"985 Peavey Bypass","Climax","Georgia",39834
2167.22,"25593 South Bay Ln.","New York City","New York",10022
6244.07,"5677 Strong St.","Half Moon Bay","California",94019
5566,"2304 Long Airport Avenue","Rock Valley","Iowa",51247
4368.96,"4092 Furth Circle","New York City","New York",10022
4039.26,"50 Green Second","Albany","Georgia",31707
4420.32,"361 Furth Circle","Fonda","Iowa",50553
2341.71,"466 Middle Ranch","Napa","California",94559
5110.98,"4092 Furth Circle","New York City","New York",10022
6168,"546 Berry Bend","Loomis","Washington",98827
4873.26,"965 Dusty Bridge","Sierra Vista","Arizona",85635
2120.14,"64 Bright Lagoon Landing","Dickinson","North Dakota",58601
4236.14,"719 Lost Island","Belleview","Florida",34420
1888.95,"1785 First Street","Ruston","Louisiana",71270
1152.58,"P.O. Box 58849","Licking","Missouri",65542
2492.88,"8489 Strong St.","Half Moon Bay","California",94019
1991.6,"5677 Strong St.","Rock Valley","Iowa",51247
3953.18,"P.O. Box 92038","Ripley","Tennessee",38063
3729.39,"3086 Ingle Ln.","Condon","Oregon",97823
2617.16,"262 Quiet Mission Meadow","Turner","Michigan",48765
3983.5,"905 Clear Drive","Fresno","California",93726
3169.95,"847 Thunder Mall","Dundee","Kentucky",42338
3899.5,"694 E Farms","Springfield","Illinois",62703
1851.73,"4575 Hillside Dr.","Hansboro","North Dakota",58339
2513.41,"175 Grove Arcade","Numa","Iowa",52575
2431.94,"313 Quiet Fork","Medora","Indiana",47260
1514.52,"373 Burning Center","Chicago","Illinois",60623
3079.44,"468 Old Land","New York City","New York",10038
1900.36,"P.O. Box 72539","Morris","Georgia",31767
1974.06,"6047 Douglas Av.","New York City","New York",10022
3703.46,"361 Furth Circle","Los Angeles","California",90003
1755.13,"897 Long Airport Avenue","Ruston","Louisiana",71270
4273.29,"939 Elk Farms","Council Grove","Kansas",66846
3984.96,"754 Mall Manor","Santa Rosa","California",95407
2407.68,"575 Round Smith Glen","San Antonio","Texas",78202
1697.3,"679 Bright Third","Madison","Wisconsin",53774
2011.02,"782 First Street","Half Moon Bay","California",94019
2306.25,"663 Emerald Ferry","Avon","Minnesota",56310
1845,"450 Cliff Promenade","Fresno","California",93714
2493.12,"245 Old Pine Parade","Lyons","Nebraska",68038
1508.5,"P.O. Box 82291","Inglewood","California",90303
2394.3,"815 Lost Freeway","Plymouth","Illinois",62367
3164.98,"5677 Strong St.","Rock Valley","Iowa",51247
3351.09,"5677 Strong St.","Callaway","Virginia",24067
3064.32,"3086 Ingle Ln.","New York City","New York",10022
3891.81,"8616 Spinnaker Dr.","Fonda","Iowa",50553
5448.8,"909 Sunny Center Underpass","Durham","Kansas",67438
5494.97,"P.O. Box 67314","Bearcreek","Montana",59007
6336.07,"5677 Strong St.","New York City","New York",10022
2906.97,"7825 Douglas Av.","Los Angeles","California",90003
4767.7,"6047 Douglas Av.","New York City","New York",10022
3819.56,"601 SE Wagon","Westmoreland","New York",13490
3861.75,"245 Quaking Common","Warm Springs","Virginia",24484
6319.35,"2304 Long Airport Avenue","Half Moon Bay","California",94019
6996.42,"617 N Skyway","Helena","Alabama",35080
6949.67,"21 Center Quay","Gonzales","Texas",78629
4550,"896 Panda Mount","Waverly","Illinois",62692
4479.63,"600 Cloud Road","Sulphur Springs","Ohio",44881
5148,"257 Blue Kennedy Track","Santa Clara","California",95050
2932.08,"925 Quiet Third Mount","Kewanee","Missouri",63860
3159.75,"8489 Strong St.","Rock Valley","Iowa",51247
4297.32,"854 Thunder Kennedy Village","Wichita","Kansas",67207
7723.5,"355 Branch Bend","Frankenmuth","Michigan",48787
5497.65,"P.O. Box 25781","Bode","Iowa",50519
4052.88,"1785 First Street","Callaway","Virginia",24067
3135.93,"11328 Douglas Av.","New York City","New York",10022
5013.54,"996 Goose Arbor","Riverton","Utah",84065
5302.72,"P.O. Box 89551","Mineral","Virginia",23117
2931.98,"670 Blue Richmond","Leesville","Texas",78122
1757.91,"283 Rocky Wall Glen","Mc Elhattan","Pennsylvania",17748
6763.05,"5677 Strong St.","Fonda","Iowa",50553
11739.7,"683 Cedar Nook","Elko","Georgia",31025
9240,"288 Middle Point","Cranberry","Pennsylvania",16319
3241.5,"301 Blue Autumn","Torrance","California",90502
1968.12,"454 Lazy Knoll","Saint George","Utah",84770
4094.5,"2440 Pompton St.","Fonda","Iowa",50553
1853.32,"4575 Hillside Dr.","New York City","New York",10022
3392.84,"P.O. Box 67231","Chinook","Washington",98614
1971.54,"9408 Furth Circle","Alton","Iowa",51003
2169.9,"581 Wall Glade","Greensboro","North Carolina",27416
2846.17,"198 Quail Key","Lexington","Kentucky",40501
2018.4,"484 Rocky Forest Skyway","Calvary","Georgia",39829
2718.72,"361 Furth Circle","Ruston","Louisiana",71270
1981.65,"381 Spring Highway","Wheaton","Minnesota",56296
3002.4,"3086 Ingle Ln.","New York City","New York",10022
2948.16,"533 Jagged Throughway","Noble","Oklahoma",73068
3357.49,"930 Bright Ironwood Point","Kenna","New Mexico",88122
1175.16,"299 Fox Divide","Gordon","Ohio",45329
2292.8,"P.O. Box 72248","Quitman","Missouri",64478
3286.49,"3758 North Pendale Street","Alton","Iowa",51003
2333.7,"918 Grand Island Orchard","Highlands","Texas",77562
2675.05,"805 Quaking Perkins","Perrysburg","Ohio",43551
4361.4,"117 Lagoon Path","Lakeland","Florida",33802
2018.58,"P.O. Box 36783","Norlina","North Carolina",27563
3710.98,"66 Sleepy Oak","Omaha","Nebraska",68175
2847,"520 Merry Leaf Jetty","El Paso","Texas",79942
3006.12,"349 Colonial Fillmore Trafficway","Memphis","Tennessee",38186
2797.84,"717 Old Fawn","Nashua","Montana",59248
3843.2,"7476 Moss Rd.","Ruston","Louisiana",71270
1351.08,"769 Honey Track","Urbana","Arkansas",71768
1689.03,"2304 Long Airport Avenue","Alton","Iowa",51003
1654.56,"572 Harvest Woods","Kismet","Kansas",67859
1528.58,"8489 Strong St.","Condon","Oregon",97823
1013.48,"2793 Furth Circle","Rock Valley","Iowa",51247
1442.26,"7734 Strong St.","Hansboro","North Dakota",58339
1163.05,"81 Goose Divide","San Mateo","California",94409
971.98,"5677 Strong St.","Hansboro","North Dakota",58339
902.66,"892 Easy Rise","Crossville","Tennessee",38558
1295.97,"4092 Furth Circle","New York City","New York",10022
1534.72,"856 Round Log","South Hill","Virginia",23970
1185.3,"355 Green Bluff Harbor","Camp Meeker","California",95419
1698.78,"5290 North Pendale Street","New York City","New York",10022
1381.05,"561 Iron Turnpike","Revloc","Pennsylvania",15948
1340.46,"547 Middle Arbor","Phoenix","Arizona",85038
965.04,"725 Elk Driveway","Evansville","Indiana",47724
1093.99,"5677 Strong St.","Fonda","Iowa",50553
3166.84,"P.O. Box 75966","Carbon Hill","Alabama",35549
2143.68,"8489 Strong St.","Condon","Oregon",97823
1717.64,"5677 Strong St.","Ruston","Louisiana",71270
4086.29,"433 Stony Union","Ellisville","Mississippi",39437
553.95,"P.O. Box 92131","Grundy","Virginia",24614
652.35,"326 W Beacon","Yale","Iowa",50277
2921.62,"256 Mission Point","Peach Creek","West Virginia",25639
5568.64,"5905 Pompton St.","Condon","Oregon",97823
1939.8,"4092 Furth Circle","New York City","New York",10022
3784.8,"776 Colonial Elm Square","Auburn","California",95603
2802.09,"375 Rose Estate","Detroit","Michigan",48295
2384.64,"270 Indian Well","West Chicago","Illinois",60186
2915.66,"429 Cedar Timber","Long Creek","Oregon",97856
5795.72,"673 Noble Curve","Topinabee","Michigan",49791
3699.88,"3758 North Pendale Street","Los Angeles","California",90003
2980.6,"6251 Ingle Ln.","Los Angeles","California",90003
5032.74,"420 Indian Gate","El Paso","Texas",88518
4737.15,"361 Washington Dam","Seneca","Nebraska",69161
6311.2,"P.O. Box 28829","Mishawaka","Indiana",46545
3070.54,"5677 Strong St.","New York City","New York",10022
4797.39,"5677 Strong St.","Half Moon Bay","California",94019
3832.38,"897 Long Airport Avenue","Hansboro","North Dakota",58339
4641.48,"39323 Spinnaker Dr.","Rock Valley","Iowa",51247
4000.26,"529 Hidden Wintergreen","Twentynine Palms","California",92278
5325.76,"684 Jagged Pathway","Whitesboro","Texas",76273
4618.69,"P.O. Box 21650","London","Kentucky",40745
3182.97,"4092 Furth Circle","New York City","New York",10022
2603.04,"208 Quaking Hickory","Selinsgrove","Pennsylvania",17870
1408.96,"5677 Strong St.","New York City","New York",10022
1972.11,"P.O. Box 60966","Bradley","South Carolina",29819
5207.75,"661 Clear Eighth Approach","Elgin","Illinois",60121
4253.2,"299 Wishing First","West Union","Illinois",62477
2873,"P.O. Box 94187","Buckley","Michigan",49620
2253.68,"5557 North Pendale Street","Fonda","Iowa",50553
3576.12,"187 Gentle Land","Palmer Lake","Colorado",80133
3276.13,"251 Clear Common Freeway","Amarillo","Texas",79161
1811.4,"2793 Furth Circle","New York City","New York",10022
3845.1,"5905 Pompton St.","Fonda","Iowa",50553
2571.14,"574 Round Prairie","Albany","New York",12236
5035.11,"782 First Street","Condon","Oregon",97823
2279,"19 Hazy Robin Arcade","Buckeye","Iowa",50043
3213.87,"83 Thunder Ninth Meadow","Clemson","South Carolina",29631
3532.23,"3675 Furth Circle","New York City","New York",10022
3406.59,"4658 Baden Av.","Hansboro","North Dakota",58339
3467.2,"376 Burning Eighth Route","El Paso","Texas",88588
3628.94,"3086 Ingle Ln.","Hansboro","North Dakota",58339
4674.72,"723 Cotton Flat Hollow","Edgerton","Wyoming",82635
1656.69,"P.O. Box 84133","Marble","Minnesota",55764
5171.4,"16780 Pompton St.","New York City","New York",10022
3342.57,"759 Hidden Sky","Wilkes Barre","Pennsylvania",18711
4884.88,"5677 Strong St.","Mountain Center","California",92561
6267.69,"2678 Kingston Rd.","New York City","New York",10022
4424.16,"5557 North Pendale Street","Fonda","Iowa",50553
1962.09,"P.O. Box 60959","Rochelle","Georgia",31079
6847,"P.O. Box 21022","Tyrone","Georgia",30290
3476.8,"7825 Douglas Av.","Condon","Oregon",97823
4592.61,"5677 Strong St.","New York City","New York",10022
2208.92,"318 Park Trail","Maywood","Missouri",63454
1657.76,"P.O. Box 45400","Ballwin","Missouri",63022
2479.21,"54 River Junction","Dallas","Texas",75225
3565.92,"333 Cozy Main Terrace","Chaffee","Missouri",63740
2797.41,"78934 Hillside Dr.","Hansboro","North Dakota",58339
3756,"9408 Furth Circle","Hansboro","North Dakota",58339
2840,"626 Sunny Fourth","Galveston","Texas",77550
1716.26,"P.O. Box 99204","Great Valley","New York",14741
3245.6,"105 SE Square","Kalkaska","Michigan",49646
2760.94,"3086 Ingle Ln.","New York City","New York",10022
1808.4,"25593 South Bay Ln.","New York City","New York",10022
1682.37,"613 Foggy Elm Plaza","Sterling","Ohio",44276
1491,"218 Bright Fort Knoll","Elkwood","Virginia",22718
1666.35,"950 Pleasant Cliff Freeway","Detroit","Michigan",48288
3666.08,"3758 North Pendale Street","New York City","New York",10022
2916.2,"9408 Furth Circle","Callaway","Virginia",24067
2616.98,"736 Hazy Lawn","Miami","Florida",33180
3390.8,"409 Iron Fox","Prestonsburg","Kentucky",41653
3146.5,"2440 Pompton St.","Alton","Iowa",51003
1561.5,"660 Iron Neck","Lansing","Michigan",48956
10039.6,"295 Indian Court","Wagener","South Carolina",29164
3167,"873 Clear Ledge","Occoquan","Virginia",22125
3521.25,"733 Dale Bayoo","Gray","Georgia",31032
4219.28,"7476 Moss Rd.","New York City","New York",10022
3581.76,"360 Noble Seventh","Sunland","California",91040
2130.01,"948 Bright Bypass","Navajo","New Mexico",87328
2063.06,"387 Spur Harbor","Hettinger","North Dakota",58639
2008.13,"5677 Strong St.","Rock Valley","Iowa",51247
2004.77,"7825 Douglas Av.","New York City","New York",10022
1543.3,"7734 Strong St.","New York City","New York",10022
2269.92,"463 Cotton View Gardens","Woodlawn","Texas",75694
1991.92,"470 Silver Pioneer Terrace","Brooklyn","Iowa",52211
2916.76,"228 Amber Turnpike","Merrifield","Virginia",22118
2027.52,"818 Cinder Isle","Little Sioux","Iowa",51545
3235.18,"P.O. Box 77178","Hoopa","California",95546
2062.94,"637 Stony Embers","Tariff","West Virginia",25281
3317.78,"439 Club Alley","Warrendale","Pennsylvania",15086
3913.69,"8616 Spinnaker Dr.","Hansboro","North Dakota",58339
3608.64,"7635 Spinnaker Dr.","Fonda","Iowa",50553
3524.8,"182 Golden Trafficway","San Dimas","California",91773
2586.88,"242 Little Fifth","Ladera Ranch","California",92694
4753.49,"175 Amber Trace","Springfield","Ohio",45504
3684.67,"5290 North Pendale Street","New York City","New York",10022
5715.4,"11328 Douglas Av.","Ruston","Louisiana",71270
3098.7,"848 Cedar Neck","M C B H Kaneohe Bay","Hawaii",96863
2670.92,"P.O. Box 34053","Yuma","Arizona",85369
5154.41,"235 Heather Quail Divide","Canton","Ohio",44703
4894.17,"P.O. Box 27752","Wheatland","Missouri",65779
2472.6,"5677 Strong St.","Half Moon Bay","California",94019
3224.31,"839 Blue Jetty","Pineville","Arkansas",72566
3667.52,"306 Lazy Kennedy","Empire","Louisiana",70050
4141.33,"P.O. Box 58889","Englewood","Colorado",80112
2829.58,"9408 Furth Circle","Rock Valley","Iowa",51247
3068.55,"953 NE Street","Savannah","Georgia",31405
2634.96,"390 Panda Pass","Valdez","Alaska",99686
2436.72,"P.O. Box 11816","Kansas City","Missouri",64188
4607.36,"P.O. Box 32382","Walden","Colorado",80480
3598.99,"182 Deer Manor","Floral Park","New York",11002
3964.1,"6251 Ingle Ln.","Condon","Oregon",97823
2244.9,"652 Amber Squaw Inlet","Gainesville","Florida",32641
2793,"5677 Strong St.","Ruston","Louisiana",71270
4133.64,"567 North Pendale Street","New York City","New York",10022
3900.6,"70 Robin Farms","North Apollo","Pennsylvania",15673
2743.04,"488 Sleepy Estate","Crane","Missouri",65633
2402.07,"7586 Pompton St.","Fonda","Iowa",50553
2178.54,"534 Grand Approach","Munford","Tennessee",38058
3155.04,"39323 Spinnaker Dr.","Ruston","Louisiana",71270
2366.28,"130 Merry Village","Glen Head","New York",11545
1963.6,"2678 Kingston Rd.","Fonda","Iowa",50553
4746.28,"5677 Strong St.","New York City","New York",10022
6386.94,"P.O. Box 50033","Mount Zion","West Virginia",26151
4428,"780 Misty Hickory Glen","Royal","Nebraska",68773
4044.04,"5677 Strong St.","Half Moon Bay","California",94019
2708.42,"5677 Strong St.","Hansboro","North Dakota",58339
2904.72,"P.O. Box 28527","Lafayette","Louisiana",70508
3553.88,"490 Colonial Viaduct","Idaho Falls","Idaho",83402
1858,"897 Long Airport Avenue","New York City","New York",10022
2461.36,"200 Circle Lawn","Tacoma","Washington",98407
2642.01,"359 Fallen Fawn","Leatherwood","Kentucky",41756
3098.7,"78934 Hillside Dr.","Half Moon Bay","California",94019
3244.36,"9408 Furth Circle","Hansboro","North Dakota",58339
4351.16,"263 Gentle Arcade","Spring Valley","Illinois",61362
3675.86,"P.O. Box 70201","Richmond","Virginia",23231
2475.27,"988 Shady Light Pike","Islip Terrace","New York",11752
4177.49,"193 Light Highlands","Moapa","Nevada",89037
3282.28,"3086 Ingle Ln.","New York City","New York",10022
2477.21,"25593 South Bay Ln.","Fonda","Iowa",50553
1883.93,"387 Embers Ramp","Butler","Maryland",21023
3658.93,"39323 Spinnaker Dr.","Ruston","Louisiana",71270
2856.88,"90 Tawny Overpass","Houston","Texas",77003
1917.84,"3758 North Pendale Street","Los Angeles","California",90003
5305.36,"7586 Pompton St.","Fonda","Iowa",50553
2875.95,"897 Long Airport Avenue","Hansboro","North Dakota",58339
6482.85,"P.O. Box 75977","Partridge","Kentucky",40862
3733.82,"2440 Pompton St.","Ruston","Louisiana",71270
6576.5,"567 Silver Pioneer","Lewiston","Utah",84320
6353.27,"570 Treasure Chase","Paducah","Texas",79248
4175.6,"688 Emerald Squaw","Elliott","South Carolina",29046
4992.61,"7476 Moss Rd.","New York City","New York",10022
4764.6,"P.O. Box 89225","Kenmare","North Dakota",58746
1173.15,"994 Cinder Park Mill","Fort Myers","Florida",33901
1384.46,"P.O. Box 84382","Saint Paul","Minnesota",55117
1327.59,"5677 Strong St.","Ruston","Louisiana",71270
1109.8,"78934 Hillside Dr.","Los Angeles","California",90003
1239,"7734 Strong St.","Hansboro","North Dakota",58339
1035.58,"928 Quaking Gate","Alexandria Bay","New York",13607
1545.64,"851 Harvest Oak","Frederick","Maryland",21709
1517.54,"114 Wishing Eighth Row","Manns Choice","Pennsylvania",15550
1731.84,"361 Cotton Plaza","Lindseyville","Kentucky",42257
1695.49,"381 N Apple","Granville","Pennsylvania",17029
1045.98,"2678 Kingston Rd.","Fonda","Iowa",50553
1738.08,"303 Cedar Creek Highlands","Sitka","Kentucky",41255
651.8,"8616 Spinnaker Dr.","New York City","New York",10022
988.47,"7635 Spinnaker Dr.","Ruston","Louisiana",71270
1518.11,"39323 Spinnaker Dr.","New York City","New York",10022
1013.76,"7 Colonial Bend","Daytona Beach","Florida",32198
1549.8,"23 Foggy Elm","Lufkin","Texas",75902
1108.38,"5290 North Pendale Street","Fonda","Iowa",50553
4102.56,"11328 Douglas Av.","Ruston","Louisiana",71270
3713.16,"292 Embers Boulevard","La Crosse","Kansas",67548
1513.54,"279 Little Peavey","Sparks","Nevada",89494
2317.44,"752 Honey Run","Waterbury","Nebraska",68785
3298.4,"412 Quiet Stead","Bergland","Michigan",49910
1826.96,"5677 Strong St.","New York City","New York",10022
1206.9,"735 Golden Forge","Orlando","Florida",32808
1666.7,"103 High Parade","Tacoma","Washington",98411
1560.44,"P.O. Box 32654","Littleton","Illinois",61452
2337.75,"4092 Furth Circle","New York City","New York",10022
1103.76,"995 E Perkins Crossing","Kinsey","Montana",59338
2617.85,"P.O. Box 21492","Sandstone","Minnesota",55072
2207.52,"884 Third Junction","Winston Salem","North Carolina",27155
3165.5,"218 SW Spur Approach","Dillon","South Carolina",29536
2071.41,"7 Easy Driveway","Mcloud","Oklahoma",74851
1385.28,"3758 North Pendale Street","Callaway","Virginia",24067
1621.62,"6251 Ingle Ln.","Alton","Iowa",51003
1931.65,"2793 Furth Circle","New York City","New York",10022
1244.53,"5677 Strong St.","Rock Valley","Iowa",51247
1704.5,"215 Clear Summit","Bristol","Indiana",46507
1753.2,"142 SE Turnpike","Collinsville","Alabama",35961
1666.7,"5677 Strong St.","New York City","New York",10022
1710.89,"7586 Pompton St.","New York City","New York",10022
2326.5,"897 Long Airport Avenue","New York City","New York",10022
2316,"39323 Spinnaker Dr.","Los Angeles","California",90003
1727.1,"440 Middle Timber Mount","York","Pennsylvania",17404
8844.12,"4 Dusty Fork Pathway","Barry","Texas",75102
2424,"5677 Strong St.","New York City","New York",10022
1535.49,"4092 Furth Circle","Callaway","Virginia",24067
6358.68,"P.O. Box 18019","Saint Louis","Missouri",63151
1329.4,"5677 Strong St.","Alton","Iowa",51003
1701.76,"836 Iron Eighth Stead","Rocky Point","North Carolina",28457
2259.72,"60 Quaking Lake","Mc Connellstown","Pennsylvania",16660
925.3,"866 Umber Mountain","Mount Orab","Ohio",45154
482.13,"309 Hickory Bay","Washington","District of Columbia",20219
3227.63,"298 Seventh Arbor","Verbank","New York",12585
1711.26,"122 Heather Pioneer","Medimont","Idaho",83842
2054.36,"4092 Furth Circle","New York City","New York",10022
3131.94,"5677 Strong St.","Rock Valley","Iowa",51247
1681.35,"771 Creek Tunnel","Gainesville","Texas",76241
2351.36,"426 Harvest Lock Lane","Sunman","Indiana",47041
1408,"737 NE Corner","Perkinsville","New York",14529
2445.6,"270 W Embers","Price","Utah",84501
1804.44,"3758 North Pendale Street","New York City","New York",10022
2544.75,"6251 Ingle Ln.","New York City","New York",10022
1056.4,"923 Noble Rose Road","Farmington","New York",14425
2801.4,"129 High Dale","Westover","Pennsylvania",16692
1988.4,"628 Burning Embers Land","Lillian","Texas",76061
2908.35,"7586 Pompton St.","New York City","New York",10022
2147.4,"5677 Strong St.","Alton","Iowa",51003
2099.63,"897 Long Airport Avenue","Los Angeles","California",90003
2315.18,"201 Round Rose","Grand River","Ohio",44045
2327.15,"434 S Fair","Laconia","Indiana",47135
5377.4,"263 Cotton Anchor Hollow","Loveland","Oklahoma",73553
2626.01,"879 Dusty Fifth Place","Lava Hot Springs","Idaho",83246
4406.4,"449 SE Ranch Jetty","Minneapolis","Minnesota",55458
4301.22,"268 Golden Ford","Marysville","Washington",98270
2986.5,"5677 Strong St.","Alton","Iowa",51003
1587.08,"889 Hidden Center Key","Williamsburg","Virginia",23186
1808.4,"868 Pleasant Woods","Wasilla","Alaska",99654
1193.04,"25593 South Bay Ln.","Rock Valley","Iowa",51247
3403.35,"15 Red Lake Bank","Frakes","Kentucky",40940
1575.96,"5677 Strong St.","Los Angeles","California",90003
1630.2,"290 Velvet Quail Beach","Temple","Texas",76502
1701.28,"9408 Furth Circle","Callaway","Virginia",24067
2850.82,"403 Emerald Camp Corner","Highfalls","North Carolina",27259
2692.06,"335 Fifth Isle","Roxana","Kentucky",41848
2174.42,"104 Tawny Fillmore Bay","Maple Rapids","Michigan",48853
3167.36,"782 First Street","Half Moon Bay","California",94019
2142.66,"179 View Stead","Shinglehouse","Pennsylvania",16748
2117.52,"860 Peavey Landing","Onekama","Michigan",49675
2419.95,"P.O. Box 59802","East Freedom","Pennsylvania",16637
2191.2,"5677 Strong St.","New York City","New York",10022
3043.04,"567 North Pendale Street","Los Angeles","California",90003
1228.2,"261 Rocky Circle Haven","Shaver Lake","California",93664
1330.35,"672 Silent Ninth Highlands","Houston","Texas",77050
2792.52,"7586 Pompton St.","Ruston","Louisiana",71270
2296,"363 Bright Butterfly","Wallburg","North Carolina",27373
2629.44,"419 Tawny Isle","Boiling Springs","North Carolina",28017
1912.16,"11 Umber Nook","Irwin","Pennsylvania",15642
8209.44,"2678 Kingston Rd.","Half Moon Bay","California",94019
2431.77,"5557 North Pendale Street","Rock Valley","Iowa",51247
3139.99,"266 Sleepy Trace","Gardiner","New York",12525
5669.64,"161 Misty View","Dacula","Georgia",30211
3160.25,"207 Quiet Richmond Gardens","Hana","Hawaii",96713
6799.68,"5677 Strong St.","Callaway","Virginia",24067
1867.32,"986 Merry Crossroad","Los Angeles","California",90019
2702.04,"940 Third Underpass","Levittown","Pennsylvania",19054
2406.36,"42 NW Point","Wrenshall","Minnesota",55797
2094.67,"401 Round Fillmore Hollow","Vista","California",92085
2797.9,"P.O. Box 30560","Trinidad","California",95570
1637.2,"P.O. Box 20797","Wichita Falls","Texas",76303
2281.91,"9408 Furth Circle","New York City","New York",10022
2307.24,"395 Rose Square","Keavy","Kentucky",40737
1320.8,"593 Old Pine","Tacoma","Washington",98471
2642.82,"979 Sleepy Berry","Topeka","Kansas",66607
3061,"3086 Ingle Ln.","Los Angeles","California",90003
3164.4,"855 Gentle Orchard","Farrar","Missouri",63746
1791.16,"964 Gentle View","Diamond Bar","California",91765
4093,"P.O. Box 67118","Wilmington","Delaware",19899
2234.4,"288 Dusty Narrow","Homelake","Colorado",81135
3037.84,"3758 North Pendale Street","Ruston","Louisiana",71270
1419.84,"P.O. Box 66706","Scaly Mountain","North Carolina",28775
1948.08,"473 Pine Tunnel","Kinde","Michigan",48445
2307.24,"166 Dusty Bank","Palo Alto","California",94307
1780.4,"2440 Pompton St.","New York City","New York",10022
3544.17,"162 Mission Trace","Belton","Kentucky",42324
3619.44,"583 Gentle Horse","Anderson","Alabama",35610
3918.95,"1785 First Street","Fonda","Iowa",50553
1483.02,"P.O. Box 89830","Brunswick","Nebraska",68720
4819.26,"7476 Moss Rd.","Ruston","Louisiana",71270
1591.72,"514 Broad Mall","Sycamore","Alabama",35149
3669.78,"515 High Extension","Winter Park","Florida",32790
2168.5,"844 W Spring Underpass","Selma","Alabama",36703
2694,"5677 Strong St.","New York City","New York",10022
3251.34,"78934 Hillside Dr.","Ruston","Louisiana",71270
2347.15,"7734 Strong St.","Half Moon Bay","California",94019
3920.88,"814 NW Washington Orchard","Detroit","Michigan",48272
2514.6,"799 Log Parkway","Canute","Oklahoma",73626
3600.24,"P.O. Box 81855","Albany","New York",12225
4040.03,"P.O. Box 44536","Huntsburg","Ohio",44046
3336.9,"P.O. Box 89413","Reston","Virginia",22090
3113.64,"2678 Kingston Rd.","Rock Valley","Iowa",51247
2832,"732 Tawny Fifth","Cathay","North Dakota",58422
3330.98,"8616 Spinnaker Dr.","Hansboro","North Dakota",58339
4304.64,"7635 Spinnaker Dr.","New York City","New York",10022
2600.26,"39323 Spinnaker Dr.","Ruston","Louisiana",71270
4382.16,"204 Cozy Blossom","Jasper","Missouri",64755
4235,"P.O. Box 52827","Green Bay","Wisconsin",54344
2626.8,"5290 North Pendale Street","Half Moon Bay","California",94019
5026.56,"11328 Douglas Av.","Rock Valley","Iowa",51247
2201.62,"730 Grand Rose Extension","Lookeba","Oklahoma",73053
4326.8,"713 Foggy Beacon","Cherokee","Iowa",51012
3425.18,"4575 Hillside Dr.","Hansboro","North Dakota",58339
4701.88,"644 Fox Road","Petroleum","Indiana",46778
2204.1,"5677 Strong St.","Hansboro","North Dakota",58339
5189.4,"96 Noble Goose Arbor","Arnold","Michigan",49819
1565.85,"P.O. Box 85832","Frankfort","Kentucky",40602
2480.38,"419 Barn Way","Silver Lake","Kansas",66539
1355.13,"3 Crystal Junction","Rexford","Montana",59930
1246.44,"4575 Hillside Dr.","Fonda","Iowa",50553
820.4,"587 Cedar Ford","Kirby","Wyoming",82430
2492.64,"9408 Furth Circle","New York City","New York",10022
1113.6,"3675 Furth Circle","Ruston","Louisiana",71270
1763.86,"P.O. Box 98172","Valley Forge","Pennsylvania",19485
1896.66,"863 Lost Fawn Pathway","Chicago","Illinois",60632
1449.35,"118 Misty Wintergreen","Mastic","New York",11950
1869.48,"3086 Ingle Ln.","Alton","Iowa",51003
1860.53,"358 Pleasant Expressway","Stevenson","Washington",98648
1724.82,"70 Bright Squaw","Farmville","Virginia",23901
1713.69,"63 Grand Valley","Dexter","Kansas",67038
