id,oi_id,address_line_1,city,state,zipcode
1950,1950,313 Quiet Fork,Medora,Indiana,47260
1951,1951,373 Burning Center,Chicago,Illinois,60623
1952,1952,468 Old Land,New York City,New York,10038
1953,1953,P.O. Box 72539,Morris,Georgia,31767
1954,1954,6047 Douglas Av.,New York City,New York,10022
1955,1955,361 Furth Circle,Los Angeles,California,90003
1956,1956,897 Long Airport Avenue,Ruston,Louisiana,71270
1957,1957,939 Elk Farms,Council Grove,Kansas,66846
1958,1958,754 Mall Manor,Santa Rosa,California,95407
1959,1959,575 Round Smith Glen,San Antonio,Texas,78202
1960,1960,679 Bright Third,Madison,Wisconsin,53774
1961,1961,782 First Street,Half Moon Bay,California,94019
1962,1962,663 Emerald Ferry,Avon,Minnesota,56310
1963,1963,450 Cliff Promenade,Fresno,California,93714
1964,1964,245 Old Pine Parade,Lyons,Nebraska,68038
1965,1965,P.O. Box 82291,Inglewood,California,90303
1966,1966,815 Lost Freeway,Plymouth,Illinois,62367
1967,1967,5677 Strong St.,Rock Valley,Iowa,51247
1968,1968,5677 Strong St.,Callaway,Virginia,24067
1969,1969,3086 Ingle Ln.,New York City,New York,10022
1970,1970,8616 Spinnaker Dr.,Fonda,Iowa,50553
1971,1971,909 Sunny Center Underpass,Durham,Kansas,67438
1972,1972,P.O. Box 67314,Bearcreek,Montana,59007
1973,1973,5677 Strong St.,New York City,New York,10022
1974,1974,7825 Douglas Av.,Los Angeles,California,90003
1975,1975,6047 Douglas Av.,New York City,New York,10022
1976,1976,601 SE Wagon,Westmoreland,New York,13490
1977,1977,245 Quaking Common,Warm Springs,Virginia,24484
1978,1978,2304 Long Airport Avenue,Half Moon Bay,California,94019
1979,1979,617 N Skyway,Helena,Alabama,35080
1980,1980,21 Center Quay,Gonzales,Texas,78629
1981,1981,896 Panda Mount,Waverly,Illinois,62692
1982,1982,600 Cloud Road,Sulphur Springs,Ohio,44881
1983,1983,257 Blue Kennedy Track,Santa Clara,California,95050
1984,1984,925 Quiet Third Mount,Kewanee,Missouri,63860
1985,1985,8489 Strong St.,Rock Valley,Iowa,51247
1986,1986,854 Thunder Kennedy Village,Wichita,Kansas,67207
1987,1987,355 Branch Bend,Frankenmuth,Michigan,48787
1988,1988,P.O. Box 25781,Bode,Iowa,50519
1989,1989,1785 First Street,Callaway,Virginia,24067
1990,1990,11328 Douglas Av.,New York City,New York,10022
1991,1991,996 Goose Arbor,Riverton,Utah,84065
1992,1992,P.O. Box 89551,Mineral,Virginia,23117
1993,1993,670 Blue Richmond,Leesville,Texas,78122
1994,1994,283 Rocky Wall Glen,Mc Elhattan,Pennsylvania,17748
1995,1995,5677 Strong St.,Fonda,Iowa,50553
1996,1996,683 Cedar Nook,Elko,Georgia,31025
1997,1997,288 Middle Point,Cranberry,Pennsylvania,16319
1998,1998,301 Blue Autumn,Torrance,California,90502
1999,1999,454 Lazy Knoll,Saint George,Utah,84770
2000,2000,2440 Pompton St.,Fonda,Iowa,50553
2001,2001,4575 Hillside Dr.,New York City,New York,10022
2002,2002,P.O. Box 67231,Chinook,Washington,98614
2003,2003,9408 Furth Circle,Alton,Iowa,51003
2004,2004,581 Wall Glade,Greensboro,North Carolina,27416
2005,2005,198 Quail Key,Lexington,Kentucky,40501
2006,2006,484 Rocky Forest Skyway,Calvary,Georgia,39829
2007,2007,361 Furth Circle,Ruston,Louisiana,71270
2008,2008,381 Spring Highway,Wheaton,Minnesota,56296
2009,2009,3086 Ingle Ln.,New York City,New York,10022
2010,2010,533 Jagged Throughway,Noble,Oklahoma,73068
2011,2011,930 Bright Ironwood Point,Kenna,New Mexico,88122
2012,2012,299 Fox Divide,Gordon,Ohio,45329
2013,2013,P.O. Box 72248,Quitman,Missouri,64478
2014,2014,3758 North Pendale Street,Alton,Iowa,51003
2015,2015,918 Grand Island Orchard,Highlands,Texas,77562
2016,2016,805 Quaking Perkins,Perrysburg,Ohio,43551
2017,2017,117 Lagoon Path,Lakeland,Florida,33802
2018,2018,P.O. Box 36783,Norlina,North Carolina,27563
2019,2019,66 Sleepy Oak,Omaha,Nebraska,68175
2020,2020,520 Merry Leaf Jetty,El Paso,Texas,79942
2021,2021,349 Colonial Fillmore Trafficway,Memphis,Tennessee,38186
2022,2022,717 Old Fawn,Nashua,Montana,59248
2023,2023,7476 Moss Rd.,Ruston,Louisiana,71270
2024,2024,769 Honey Track,Urbana,Arkansas,71768
2025,2025,2304 Long Airport Avenue,Alton,Iowa,51003
2026,2026,572 Harvest Woods,Kismet,Kansas,67859
2027,2027,8489 Strong St.,Condon,Oregon,97823
2028,2028,2793 Furth Circle,Rock Valley,Iowa,51247
2029,2029,7734 Strong St.,Hansboro,North Dakota,58339
2030,2030,81 Goose Divide,San Mateo,California,94409
2031,2031,5677 Strong St.,Hansboro,North Dakota,58339
2032,2032,892 Easy Rise,Crossville,Tennessee,38558
2033,2033,4092 Furth Circle,New York City,New York,10022
2034,2034,856 Round Log,South Hill,Virginia,23970
2035,2035,355 Green Bluff Harbor,Camp Meeker,California,95419
2036,2036,5290 North Pendale Street,New York City,New York,10022
2037,2037,561 Iron Turnpike,Revloc,Pennsylvania,15948
2038,2038,547 Middle Arbor,Phoenix,Arizona,85038
2039,2039,725 Elk Driveway,Evansville,Indiana,47724
2040,2040,5677 Strong St.,Fonda,Iowa,50553
2041,2041,P.O. Box 75966,Carbon Hill,Alabama,35549
2042,2042,8489 Strong St.,Condon,Oregon,97823
2043,2043,5677 Strong St.,Ruston,Louisiana,71270
2044,2044,433 Stony Union,Ellisville,Mississippi,39437
2045,2045,P.O. Box 92131,Grundy,Virginia,24614
2046,2046,326 W Beacon,Yale,Iowa,50277
2047,2047,256 Mission Point,Peach Creek,West Virginia,25639
2048,2048,5905 Pompton St.,Condon,Oregon,97823
2049,2049,4092 Furth Circle,New York City,New York,10022
2050,2050,776 Colonial Elm Square,Auburn,California,95603
2051,2051,375 Rose Estate,Detroit,Michigan,48295
2052,2052,270 Indian Well,West Chicago,Illinois,60186
2053,2053,429 Cedar Timber,Long Creek,Oregon,97856
2054,2054,673 Noble Curve,Topinabee,Michigan,49791
2055,2055,3758 North Pendale Street,Los Angeles,California,90003
2056,2056,6251 Ingle Ln.,Los Angeles,California,90003
2057,2057,420 Indian Gate,El Paso,Texas,88518
2058,2058,361 Washington Dam,Seneca,Nebraska,69161
2059,2059,P.O. Box 28829,Mishawaka,Indiana,46545
2060,2060,5677 Strong St.,New York City,New York,10022
2061,2061,5677 Strong St.,Half Moon Bay,California,94019
2062,2062,897 Long Airport Avenue,Hansboro,North Dakota,58339
2063,2063,39323 Spinnaker Dr.,Rock Valley,Iowa,51247
2064,2064,529 Hidden Wintergreen,Twentynine Palms,California,92278
2065,2065,684 Jagged Pathway,Whitesboro,Texas,76273
2066,2066,P.O. Box 21650,London,Kentucky,40745
2067,2067,4092 Furth Circle,New York City,New York,10022
2068,2068,208 Quaking Hickory,Selinsgrove,Pennsylvania,17870
2069,2069,5677 Strong St.,New York City,New York,10022
2070,2070,P.O. Box 60966,Bradley,South Carolina,29819
2071,2071,661 Clear Eighth Approach,Elgin,Illinois,60121
2072,2072,299 Wishing First,West Union,Illinois,62477
2073,2073,P.O. Box 94187,Buckley,Michigan,49620
2074,2074,5557 North Pendale Street,Fonda,Iowa,50553
2075,2075,187 Gentle Land,Palmer Lake,Colorado,80133
2076,2076,251 Clear Common Freeway,Amarillo,Texas,79161
2077,2077,2793 Furth Circle,New York City,New York,10022
2078,2078,5905 Pompton St.,Fonda,Iowa,50553
2079,2079,574 Round Prairie,Albany,New York,12236
2080,2080,782 First Street,Condon,Oregon,97823
2081,2081,19 Hazy Robin Arcade,Buckeye,Iowa,50043
2082,2082,83 Thunder Ninth Meadow,Clemson,South Carolina,29631
2083,2083,3675 Furth Circle,New York City,New York,10022
2084,2084,4658 Baden Av.,Hansboro,North Dakota,58339
2085,2085,376 Burning Eighth Route,El Paso,Texas,88588
2086,2086,3086 Ingle Ln.,Hansboro,North Dakota,58339
2087,2087,723 Cotton Flat Hollow,Edgerton,Wyoming,82635
2088,2088,P.O. Box 84133,Marble,Minnesota,55764
2089,2089,16780 Pompton St.,New York City,New York,10022
2090,2090,759 Hidden Sky,Wilkes Barre,Pennsylvania,18711
2091,2091,5677 Strong St.,Mountain Center,California,92561
2092,2092,2678 Kingston Rd.,New York City,New York,10022
2093,2093,5557 North Pendale Street,Fonda,Iowa,50553
2094,2094,P.O. Box 60959,Rochelle,Georgia,31079
2095,2095,P.O. Box 21022,Tyrone,Georgia,30290
2096,2096,7825 Douglas Av.,Condon,Oregon,97823
2097,2097,5677 Strong St.,New York City,New York,10022
2098,2098,318 Park Trail,Maywood,Missouri,63454
2099,2099,P.O. Box 45400,Ballwin,Missouri,63022
2100,2100,54 River Junction,Dallas,Texas,75225
2101,2101,333 Cozy Main Terrace,Chaffee,Missouri,63740
2102,2102,78934 Hillside Dr.,Hansboro,North Dakota,58339
2103,2103,9408 Furth Circle,Hansboro,North Dakota,58339
2104,2104,626 Sunny Fourth,Galveston,Texas,77550
2105,2105,P.O. Box 99204,Great Valley,New York,14741
2106,2106,105 SE Square,Kalkaska,Michigan,49646
2107,2107,3086 Ingle Ln.,New York City,New York,10022
2108,2108,25593 South Bay Ln.,New York City,New York,10022
2109,2109,613 Foggy Elm Plaza,Sterling,Ohio,44276
2110,2110,218 Bright Fort Knoll,Elkwood,Virginia,22718
2111,2111,950 Pleasant Cliff Freeway,Detroit,Michigan,48288
2112,2112,3758 North Pendale Street,New York City,New York,10022
2113,2113,9408 Furth Circle,Callaway,Virginia,24067
2114,2114,736 Hazy Lawn,Miami,Florida,33180
2115,2115,409 Iron Fox,Prestonsburg,Kentucky,41653
2116,2116,2440 Pompton St.,Alton,Iowa,51003
2117,2117,660 Iron Neck,Lansing,Michigan,48956
2118,2118,295 Indian Court,Wagener,South Carolina,29164
2119,2119,873 Clear Ledge,Occoquan,Virginia,22125
2120,2120,733 Dale Bayoo,Gray,Georgia,31032
2121,2121,7476 Moss Rd.,New York City,New York,10022
2122,2122,360 Noble Seventh,Sunland,California,91040
2123,2123,948 Bright Bypass,Navajo,New Mexico,87328
2124,2124,387 Spur Harbor,Hettinger,North Dakota,58639
2125,2125,5677 Strong St.,Rock Valley,Iowa,51247
2126,2126,7825 Douglas Av.,New York City,New York,10022
2127,2127,7734 Strong St.,New York City,New York,10022
2128,2128,463 Cotton View Gardens,Woodlawn,Texas,75694
2129,2129,470 Silver Pioneer Terrace,Brooklyn,Iowa,52211
2130,2130,228 Amber Turnpike,Merrifield,Virginia,22118
2131,2131,818 Cinder Isle,Little Sioux,Iowa,51545
2132,2132,P.O. Box 77178,Hoopa,California,95546
2133,2133,637 Stony Embers,Tariff,West Virginia,25281
2134,2134,439 Club Alley,Warrendale,Pennsylvania,15086
2135,2135,8616 Spinnaker Dr.,Hansboro,North Dakota,58339
2136,2136,7635 Spinnaker Dr.,Fonda,Iowa,50553
2137,2137,182 Golden Trafficway,San Dimas,California,91773
2138,2138,242 Little Fifth,Ladera Ranch,California,92694
2139,2139,175 Amber Trace,Springfield,Ohio,45504
2140,2140,5290 North Pendale Street,New York City,New York,10022
2141,2141,11328 Douglas Av.,Ruston,Louisiana,71270
2142,2142,848 Cedar Neck,M C B H Kaneohe Bay,Hawaii,96863
2143,2143,P.O. Box 34053,Yuma,Arizona,85369
2144,2144,235 Heather Quail Divide,Canton,Ohio,44703
2145,2145,P.O. Box 27752,Wheatland,Missouri,65779
2146,2146,5677 Strong St.,Half Moon Bay,California,94019
2147,2147,839 Blue Jetty,Pineville,Arkansas,72566
2148,2148,306 Lazy Kennedy,Empire,Louisiana,70050
2149,2149,P.O. Box 58889,Englewood,Colorado,80112
2150,2150,9408 Furth Circle,Rock Valley,Iowa,51247
2151,2151,953 NE Street,Savannah,Georgia,31405
2152,2152,390 Panda Pass,Valdez,Alaska,99686
2153,2153,P.O. Box 11816,Kansas City,Missouri,64188
2154,2154,P.O. Box 32382,Walden,Colorado,80480
2155,2155,182 Deer Manor,Floral Park,New York,11002
2156,2156,6251 Ingle Ln.,Condon,Oregon,97823
2157,2157,652 Amber Squaw Inlet,Gainesville,Florida,32641
2158,2158,5677 Strong St.,Ruston,Louisiana,71270
2159,2159,567 North Pendale Street,New York City,New York,10022
2160,2160,70 Robin Farms,North Apollo,Pennsylvania,15673
2161,2161,488 Sleepy Estate,Crane,Missouri,65633
2162,2162,7586 Pompton St.,Fonda,Iowa,50553
2163,2163,534 Grand Approach,Munford,Tennessee,38058
2164,2164,39323 Spinnaker Dr.,Ruston,Louisiana,71270
2165,2165,130 Merry Village,Glen Head,New York,11545
2166,2166,2678 Kingston Rd.,Fonda,Iowa,50553
2167,2167,5677 Strong St.,New York City,New York,10022
2168,2168,P.O. Box 50033,Mount Zion,West Virginia,26151
2169,2169,780 Misty Hickory Glen,Royal,Nebraska,68773
2170,2170,5677 Strong St.,Half Moon Bay,California,94019
2171,2171,5677 Strong St.,Hansboro,North Dakota,58339
2172,2172,P.O. Box 28527,Lafayette,Louisiana,70508
2173,2173,490 Colonial Viaduct,Idaho Falls,Idaho,83402
2174,2174,897 Long Airport Avenue,New York City,New York,10022
2175,2175,200 Circle Lawn,Tacoma,Washington,98407
2176,2176,359 Fallen Fawn,Leatherwood,Kentucky,41756
2177,2177,78934 Hillside Dr.,Half Moon Bay,California,94019
2178,2178,9408 Furth Circle,Hansboro,North Dakota,58339
2179,2179,263 Gentle Arcade,Spring Valley,Illinois,61362
2180,2180,P.O. Box 70201,Richmond,Virginia,23231
2181,2181,988 Shady Light Pike,Islip Terrace,New York,11752
2182,2182,193 Light Highlands,Moapa,Nevada,89037
2183,2183,3086 Ingle Ln.,New York City,New York,10022
2184,2184,25593 South Bay Ln.,Fonda,Iowa,50553
2185,2185,387 Embers Ramp,Butler,Maryland,21023
2186,2186,39323 Spinnaker Dr.,Ruston,Louisiana,71270
2187,2187,90 Tawny Overpass,Houston,Texas,77003
2188,2188,3758 North Pendale Street,Los Angeles,California,90003
2189,2189,7586 Pompton St.,Fonda,Iowa,50553
2190,2190,897 Long Airport Avenue,Hansboro,North Dakota,58339
2191,2191,P.O. Box 75977,Partridge,Kentucky,40862
2192,2192,2440 Pompton St.,Ruston,Louisiana,71270
2193,2193,567 Silver Pioneer,Lewiston,Utah,84320
2194,2194,570 Treasure Chase,Paducah,Texas,79248
2195,2195,688 Emerald Squaw,Elliott,South Carolina,29046
2196,2196,7476 Moss Rd.,New York City,New York,10022
2197,2197,P.O. Box 89225,Kenmare,North Dakota,58746
2198,2198,994 Cinder Park Mill,Fort Myers,Florida,33901
2199,2199,P.O. Box 84382,Saint Paul,Minnesota,55117
2200,2200,5677 Strong St.,Ruston,Louisiana,71270
2201,2201,78934 Hillside Dr.,Los Angeles,California,90003
2202,2202,7734 Strong St.,Hansboro,North Dakota,58339
2203,2203,928 Quaking Gate,Alexandria Bay,New York,13607
2204,2204,851 Harvest Oak,Frederick,Maryland,21709
2205,2205,114 Wishing Eighth Row,Manns Choice,Pennsylvania,15550
2206,2206,361 Cotton Plaza,Lindseyville,Kentucky,42257
2207,2207,381 N Apple,Granville,Pennsylvania,17029
2208,2208,2678 Kingston Rd.,Fonda,Iowa,50553
2209,2209,303 Cedar Creek Highlands,Sitka,Kentucky,41255
2210,2210,8616 Spinnaker Dr.,New York City,New York,10022
2211,2211,7635 Spinnaker Dr.,Ruston,Louisiana,71270
2212,2212,39323 Spinnaker Dr.,New York City,New York,10022
2213,2213,7 Colonial Bend,Daytona Beach,Florida,32198
2214,2214,23 Foggy Elm,Lufkin,Texas,75902
2215,2215,5290 North Pendale Street,Fonda,Iowa,50553
2216,2216,11328 Douglas Av.,Ruston,Louisiana,71270
2217,2217,292 Embers Boulevard,La Crosse,Kansas,67548
2218,2218,279 Little Peavey,Sparks,Nevada,89494
2219,2219,752 Honey Run,Waterbury,Nebraska,68785
2220,2220,412 Quiet Stead,Bergland,Michigan,49910
2221,2221,5677 Strong St.,New York City,New York,10022
2222,2222,735 Golden Forge,Orlando,Florida,32808
2223,2223,103 High Parade,Tacoma,Washington,98411
2224,2224,P.O. Box 32654,Littleton,Illinois,61452
2225,2225,4092 Furth Circle,New York City,New York,10022
2226,2226,995 E Perkins Crossing,Kinsey,Montana,59338
2227,2227,P.O. Box 21492,Sandstone,Minnesota,55072
2228,2228,884 Third Junction,Winston Salem,North Carolina,27155
2229,2229,218 SW Spur Approach,Dillon,South Carolina,29536
2230,2230,7 Easy Driveway,Mcloud,Oklahoma,74851
2231,2231,3758 North Pendale Street,Callaway,Virginia,24067
2232,2232,6251 Ingle Ln.,Alton,Iowa,51003
2233,2233,2793 Furth Circle,New York City,New York,10022
2234,2234,5677 Strong St.,Rock Valley,Iowa,51247
2235,2235,215 Clear Summit,Bristol,Indiana,46507
2236,2236,142 SE Turnpike,Collinsville,Alabama,35961
2237,2237,5677 Strong St.,New York City,New York,10022
2238,2238,7586 Pompton St.,New York City,New York,10022
2239,2239,897 Long Airport Avenue,New York City,New York,10022
2240,2240,39323 Spinnaker Dr.,Los Angeles,California,90003
2241,2241,440 Middle Timber Mount,York,Pennsylvania,17404
2242,2242,4 Dusty Fork Pathway,Barry,Texas,75102
2243,2243,5677 Strong St.,New York City,New York,10022
2244,2244,4092 Furth Circle,Callaway,Virginia,24067
2245,2245,P.O. Box 18019,Saint Louis,Missouri,63151
2246,2246,5677 Strong St.,Alton,Iowa,51003
2247,2247,836 Iron Eighth Stead,Rocky Point,North Carolina,28457
2248,2248,60 Quaking Lake,Mc Connellstown,Pennsylvania,16660
2249,2249,866 Umber Mountain,Mount Orab,Ohio,45154
2250,2250,309 Hickory Bay,Washington,District of Columbia,20219
2251,2251,298 Seventh Arbor,Verbank,New York,12585
2252,2252,122 Heather Pioneer,Medimont,Idaho,83842
2253,2253,4092 Furth Circle,New York City,New York,10022
2254,2254,5677 Strong St.,Rock Valley,Iowa,51247
2255,2255,771 Creek Tunnel,Gainesville,Texas,76241
2256,2256,426 Harvest Lock Lane,Sunman,Indiana,47041
2257,2257,737 NE Corner,Perkinsville,New York,14529
2258,2258,270 W Embers,Price,Utah,84501
2259,2259,3758 North Pendale Street,New York City,New York,10022
2260,2260,6251 Ingle Ln.,New York City,New York,10022
2261,2261,923 Noble Rose Road,Farmington,New York,14425
2262,2262,129 High Dale,Westover,Pennsylvania,16692
2263,2263,628 Burning Embers Land,Lillian,Texas,76061
2264,2264,7586 Pompton St.,New York City,New York,10022
2265,2265,5677 Strong St.,Alton,Iowa,51003
2266,2266,897 Long Airport Avenue,Los Angeles,California,90003
2267,2267,201 Round Rose,Grand River,Ohio,44045
2268,2268,434 S Fair,Laconia,Indiana,47135
2269,2269,263 Cotton Anchor Hollow,Loveland,Oklahoma,73553
2270,2270,879 Dusty Fifth Place,Lava Hot Springs,Idaho,83246
2271,2271,449 SE Ranch Jetty,Minneapolis,Minnesota,55458
2272,2272,268 Golden Ford,Marysville,Washington,98270
2273,2273,5677 Strong St.,Alton,Iowa,51003
2274,2274,889 Hidden Center Key,Williamsburg,Virginia,23186
2275,2275,868 Pleasant Woods,Wasilla,Alaska,99654
2276,2276,25593 South Bay Ln.,Rock Valley,Iowa,51247
2277,2277,15 Red Lake Bank,Frakes,Kentucky,40940
2278,2278,5677 Strong St.,Los Angeles,California,90003
2279,2279,290 Velvet Quail Beach,Temple,Texas,76502
2280,2280,9408 Furth Circle,Callaway,Virginia,24067
2281,2281,403 Emerald Camp Corner,Highfalls,North Carolina,27259
2282,2282,335 Fifth Isle,Roxana,Kentucky,41848
2283,2283,104 Tawny Fillmore Bay,Maple Rapids,Michigan,48853
2284,2284,782 First Street,Half Moon Bay,California,94019
2285,2285,179 View Stead,Shinglehouse,Pennsylvania,16748
2286,2286,860 Peavey Landing,Onekama,Michigan,49675
2287,2287,P.O. Box 59802,East Freedom,Pennsylvania,16637
2288,2288,5677 Strong St.,New York City,New York,10022
2289,2289,567 North Pendale Street,Los Angeles,California,90003
2290,2290,261 Rocky Circle Haven,Shaver Lake,California,93664
2291,2291,672 Silent Ninth Highlands,Houston,Texas,77050
2292,2292,7586 Pompton St.,Ruston,Louisiana,71270
2293,2293,363 Bright Butterfly,Wallburg,North Carolina,27373
2294,2294,419 Tawny Isle,Boiling Springs,North Carolina,28017
2295,2295,11 Umber Nook,Irwin,Pennsylvania,15642
2296,2296,2678 Kingston Rd.,Half Moon Bay,California,94019
2297,2297,5557 North Pendale Street,Rock Valley,Iowa,51247
2298,2298,266 Sleepy Trace,Gardiner,New York,12525
2299,2299,161 Misty View,Dacula,Georgia,30211
2300,2300,207 Quiet Richmond Gardens,Hana,Hawaii,96713
2301,2301,5677 Strong St.,Callaway,Virginia,24067
2302,2302,986 Merry Crossroad,Los Angeles,California,90019
2303,2303,940 Third Underpass,Levittown,Pennsylvania,19054
2304,2304,42 NW Point,Wrenshall,Minnesota,55797
2305,2305,401 Round Fillmore Hollow,Vista,California,92085
2306,2306,P.O. Box 30560,Trinidad,California,95570
2307,2307,P.O. Box 20797,Wichita Falls,Texas,76303
2308,2308,9408 Furth Circle,New York City,New York,10022
2309,2309,395 Rose Square,Keavy,Kentucky,40737
2310,2310,593 Old Pine,Tacoma,Washington,98471
2311,2311,979 Sleepy Berry,Topeka,Kansas,66607
2312,2312,3086 Ingle Ln.,Los Angeles,California,90003
2313,2313,855 Gentle Orchard,Farrar,Missouri,63746
2314,2314,964 Gentle View,Diamond Bar,California,91765
2315,2315,P.O. Box 67118,Wilmington,Delaware,19899
2316,2316,288 Dusty Narrow,Homelake,Colorado,81135
2317,2317,3758 North Pendale Street,Ruston,Louisiana,71270
2318,2318,P.O. Box 66706,Scaly Mountain,North Carolina,28775
2319,2319,473 Pine Tunnel,Kinde,Michigan,48445
2320,2320,166 Dusty Bank,Palo Alto,California,94307
2321,2321,2440 Pompton St.,New York City,New York,10022
2322,2322,162 Mission Trace,Belton,Kentucky,42324
2323,2323,583 Gentle Horse,Anderson,Alabama,35610
2324,2324,1785 First Street,Fonda,Iowa,50553
2325,2325,P.O. Box 89830,Brunswick,Nebraska,68720
2326,2326,7476 Moss Rd.,Ruston,Louisiana,71270
2327,2327,514 Broad Mall,Sycamore,Alabama,35149
2328,2328,515 High Extension,Winter Park,Florida,32790
2329,2329,844 W Spring Underpass,Selma,Alabama,36703
2330,2330,5677 Strong St.,New York City,New York,10022
2331,2331,78934 Hillside Dr.,Ruston,Louisiana,71270
2332,2332,7734 Strong St.,Half Moon Bay,California,94019
2333,2333,814 NW Washington Orchard,Detroit,Michigan,48272
2334,2334,799 Log Parkway,Canute,Oklahoma,73626
2335,2335,P.O. Box 81855,Albany,New York,12225
2336,2336,P.O. Box 44536,Huntsburg,Ohio,44046
2337,2337,P.O. Box 89413,Reston,Virginia,22090
2338,2338,2678 Kingston Rd.,Rock Valley,Iowa,51247
2339,2339,732 Tawny Fifth,Cathay,North Dakota,58422
2340,2340,8616 Spinnaker Dr.,Hansboro,North Dakota,58339
2341,2341,7635 Spinnaker Dr.,New York City,New York,10022
2342,2342,39323 Spinnaker Dr.,Ruston,Louisiana,71270
2343,2343,204 Cozy Blossom,Jasper,Missouri,64755
2344,2344,P.O. Box 52827,Green Bay,Wisconsin,54344
2345,2345,5290 North Pendale Street,Half Moon Bay,California,94019
2346,2346,11328 Douglas Av.,Rock Valley,Iowa,51247
2347,2347,730 Grand Rose Extension,Lookeba,Oklahoma,73053
2348,2348,713 Foggy Beacon,Cherokee,Iowa,51012
2349,2349,4575 Hillside Dr.,Hansboro,North Dakota,58339
2350,2350,644 Fox Road,Petroleum,Indiana,46778
2351,2351,5677 Strong St.,Hansboro,North Dakota,58339
2352,2352,96 Noble Goose Arbor,Arnold,Michigan,49819
2353,2353,P.O. Box 85832,Frankfort,Kentucky,40602
2354,2354,419 Barn Way,Silver Lake,Kansas,66539
2355,2355,3 Crystal Junction,Rexford,Montana,59930
2356,2356,4575 Hillside Dr.,Fonda,Iowa,50553
2357,2357,587 Cedar Ford,Kirby,Wyoming,82430
2358,2358,9408 Furth Circle,New York City,New York,10022
2359,2359,3675 Furth Circle,Ruston,Louisiana,71270
2360,2360,P.O. Box 98172,Valley Forge,Pennsylvania,19485
2361,2361,863 Lost Fawn Pathway,Chicago,Illinois,60632
2362,2362,118 Misty Wintergreen,Mastic,New York,11950
2363,2363,3086 Ingle Ln.,Alton,Iowa,51003
2364,2364,358 Pleasant Expressway,Stevenson,Washington,98648
2365,2365,70 Bright Squaw,Farmville,Virginia,23901
2366,2366,63 Grand Valley,Dexter,Kansas,67038
2367,2367,704 Little Washington,Atwood,California,92811
2368,2368,3758 North Pendale Street,New York City,New York,10022
2369,2369,P.O. Box 40372,Oronogo,Missouri,64855
2370,2370,489 Quail Terrace,Middleburg,North Carolina,27556
2371,2371,78 Cozy Sixth Crossroad,New Orleans,Louisiana,70129
2372,2372,2440 Pompton St.,Ruston,Louisiana,71270
2373,2373,P.O. Box 83900,Ridgely,Tennessee,38080
2374,2374,892 Forest Meadow,Philadelphia,Pennsylvania,19143
2375,2375,1785 First Street,Half Moon Bay,California,94019
2376,2376,356 Blue Fourth Heights,Topeka,Kansas,66614
2377,2377,7476 Moss Rd.,Rock Valley,Iowa,51247
2378,2378,446 E Isle,Glendon,West Virginia,26626
2379,2379,370 Gate Expressway,Tallahassee,Florida,32395
2380,2380,5905 Pompton St.,Hansboro,North Dakota,58339
2381,2381,4092 Furth Circle,Fonda,Iowa,50553
2382,2382,681 Lodge Port,Keota,Iowa,52248
2383,2383,P.O. Box 29300,Granbury,Texas,76048
2384,2384,P.O. Box 66839,Highland,New York,12528
2385,2385,455 Cliff Crest,Sebastian,Florida,32978
2386,2386,283 W Port,Austin,Texas,78734
2387,2387,3758 North Pendale Street,Fonda,Iowa,50553
2388,2388,6251 Ingle Ln.,Condon,Oregon,97823
2389,2389,919 Cozy Gate,West Lafayette,Indiana,47906
2390,2390,440 Lake Trafficway,Osnabrock,North Dakota,58269
2391,2391,28 Hidden Divide,Jackson Center,Ohio,45334
2392,2392,332 Umber Landing,Fort Collins,Colorado,80521
2393,2393,5677 Strong St.,New York City,New York,10022
2394,2394,5677 Strong St.,Alton,Iowa,51003
2395,2395,897 Long Airport Avenue,Ruston,Louisiana,71270
2396,2396,39323 Spinnaker Dr.,New York City,New York,10022
2397,2397,966 Fork Promenade,Minneapolis,Minnesota,55472
2398,2398,P.O. Box 71856,Ozark,Arkansas,72949
2399,2399,65 Blue Knoll,Mesena,Georgia,30819
2400,2400,P.O. Box 48477,Gazelle,California,96034
2401,2401,P.O. Box 32492,Orlando,Florida,32896
2402,2402,5677 Strong St.,Callaway,Virginia,24067
2403,2403,80 Green Zephyr Fair,Red Valley,Arizona,86544
2404,2404,P.O. Box 41582,Las Vegas,Nevada,89199
2405,2405,366 N Anchor Walk,Sand Creek,Michigan,49279
2406,2406,506 Island Village,Savoy,Illinois,61874
2407,2407,15 Heather Ford Estate,Trevorton,Pennsylvania,17881
2408,2408,P.O. Box 89306,Waterville,Pennsylvania,17776
2409,2409,4092 Furth Circle,Alton,Iowa,51003
2410,2410,5677 Strong St.,New York City,New York,10022
2411,2411,835 Rustic River,Midlothian,Texas,76065
2412,2412,650 Foggy Timber,Pembina,North Dakota,58271
2413,2413,829 Elk Walk,Wylliesburg,Virginia,23976
2414,2414,4575 Hillside Dr.,Rock Valley,Iowa,51247
2415,2415,567 North Pendale Street,Fonda,Iowa,50553
2416,2416,P.O. Box 54711,Campbell Hall,New York,10916
2417,2417,637 Bear Route,Mahanoy Plane,Pennsylvania,17949
2418,2418,511 Shady Forest Bridge,Cleveland,Texas,77327
2419,2419,755 Jagged Robin,Syracuse,Nebraska,68446
2420,2420,7586 Pompton St.,New York City,New York,10022
